[2025-02-12T16:10:25.899+0000] {taskinstance.py:1157} INFO - Dependencies all met for dep_context=non-requeueable deps ti=<TaskInstance: transaction_facts_generator.generate_txn_fact_data scheduled__2025-02-07T17:00:00+00:00 [queued]>
[2025-02-12T16:10:25.913+0000] {taskinstance.py:1157} INFO - Dependencies all met for dep_context=requeueable deps ti=<TaskInstance: transaction_facts_generator.generate_txn_fact_data scheduled__2025-02-07T17:00:00+00:00 [queued]>
[2025-02-12T16:10:25.914+0000] {taskinstance.py:1359} INFO - Starting attempt 1 of 4
[2025-02-12T16:10:25.933+0000] {taskinstance.py:1380} INFO - Executing <Task(KafkaProduceOperator): generate_txn_fact_data> on 2025-02-07 17:00:00+00:00
[2025-02-12T16:10:25.946+0000] {standard_task_runner.py:57} INFO - Started process 6063 to run task
[2025-02-12T16:10:25.951+0000] {standard_task_runner.py:84} INFO - Running: ['***', 'tasks', 'run', 'transaction_facts_generator', 'generate_txn_fact_data', 'scheduled__2025-02-07T17:00:00+00:00', '--job-id', '109', '--raw', '--subdir', 'DAGS_FOLDER/transaction_facts_generator_dag.py', '--cfg-path', '/tmp/tmpq9ya2h8g']
[2025-02-12T16:10:25.954+0000] {standard_task_runner.py:85} INFO - Job 109: Subtask generate_txn_fact_data
[2025-02-12T16:10:26.043+0000] {task_command.py:415} INFO - Running <TaskInstance: transaction_facts_generator.generate_txn_fact_data scheduled__2025-02-07T17:00:00+00:00 [running]> on host 5879df32f101
[2025-02-12T16:10:26.196+0000] {taskinstance.py:1660} INFO - Exporting env vars: AIRFLOW_CTX_DAG_EMAIL='hoyseiha@gmail.com' AIRFLOW_CTX_DAG_OWNER='***' AIRFLOW_CTX_DAG_ID='transaction_facts_generator' AIRFLOW_CTX_TASK_ID='generate_txn_fact_data' AIRFLOW_CTX_EXECUTION_DATE='2025-02-07T17:00:00+00:00' AIRFLOW_CTX_TRY_NUMBER='1' AIRFLOW_CTX_DAG_RUN_ID='scheduled__2025-02-07T17:00:00+00:00'
[2025-02-12T16:10:26.204+0000] {conn.py:380} INFO - <BrokerConnection node_id=bootstrap-0 host=kafka_broker:9092 <connecting> [IPv4 ('172.20.0.4', 9092)]>: connecting to kafka_broker:9092 [('172.20.0.4', 9092) IPv4]
[2025-02-12T16:10:26.205+0000] {conn.py:1205} INFO - Probing node bootstrap-0 broker version
[2025-02-12T16:10:26.206+0000] {conn.py:410} INFO - <BrokerConnection node_id=bootstrap-0 host=kafka_broker:9092 <connecting> [IPv4 ('172.20.0.4', 9092)]>: Connection complete.
[2025-02-12T16:10:26.310+0000] {conn.py:1267} INFO - Broker version identified as 2.5.0
[2025-02-12T16:10:26.310+0000] {conn.py:1268} INFO - Set configuration api_version=(2, 5, 0) to skip auto check_version requests on startup
[2025-02-12T16:10:26.317+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000001', 'transaction_date': 1717085426315, 'account_id': 'A00351', 'customer_id': 'C00282', 'transaction_type': 'Credit', 'currency': 'USD', 'branch_id': 'B00062', 'transaction_amount': 5300.87, 'exchange_rate': 0.5088}
[2025-02-12T16:10:26.321+0000] {conn.py:380} INFO - <BrokerConnection node_id=0 host=kafka_broker:9092 <connecting> [IPv4 ('172.20.0.4', 9092)]>: connecting to kafka_broker:9092 [('172.20.0.4', 9092) IPv4]
[2025-02-12T16:10:26.321+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000002', 'transaction_date': 1725207026321, 'account_id': 'A00338', 'customer_id': 'C00812', 'transaction_type': 'Transfer', 'currency': 'EUR', 'branch_id': 'B00507', 'transaction_amount': 7611.84, 'exchange_rate': 0.7751}
[2025-02-12T16:10:26.322+0000] {conn.py:410} INFO - <BrokerConnection node_id=0 host=kafka_broker:9092 <connecting> [IPv4 ('172.20.0.4', 9092)]>: Connection complete.
[2025-02-12T16:10:26.325+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000003', 'transaction_date': 1708099826324, 'account_id': 'A00393', 'customer_id': 'C00984', 'transaction_type': 'Debit', 'currency': 'USD', 'branch_id': 'B00201', 'transaction_amount': 4591.86, 'exchange_rate': 0.5581}
[2025-02-12T16:10:26.325+0000] {conn.py:919} INFO - <BrokerConnection node_id=bootstrap-0 host=kafka_broker:9092 <connected> [IPv4 ('172.20.0.4', 9092)]>: Closing connection. 
[2025-02-12T16:10:26.328+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000004', 'transaction_date': 1724170226327, 'account_id': 'A00630', 'customer_id': 'C00308', 'transaction_type': 'Deposit', 'currency': 'GBP', 'branch_id': 'B00045', 'transaction_amount': 525.39, 'exchange_rate': 0.9011}
[2025-02-12T16:10:26.334+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000005', 'transaction_date': 1710951026332, 'account_id': 'A00438', 'customer_id': 'C00417', 'transaction_type': 'Transfer', 'currency': 'EUR', 'branch_id': 'B00871', 'transaction_amount': 4699.51, 'exchange_rate': 0.988}
[2025-02-12T16:10:26.342+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000006', 'transaction_date': 1717949426341, 'account_id': 'A00349', 'customer_id': 'C00713', 'transaction_type': 'Debit', 'currency': 'GBP', 'branch_id': 'B00541', 'transaction_amount': 144.27, 'exchange_rate': 0.5221}
[2025-02-12T16:10:26.345+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000007', 'transaction_date': 1735747826345, 'account_id': 'A00601', 'customer_id': 'C00159', 'transaction_type': 'Debit', 'currency': 'EUR', 'branch_id': 'B00147', 'transaction_amount': 9743.64, 'exchange_rate': 0.8005}
[2025-02-12T16:10:26.348+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000008', 'transaction_date': 1712419826348, 'account_id': 'A00619', 'customer_id': 'C00914', 'transaction_type': 'Credit', 'currency': 'GBP', 'branch_id': 'B00077', 'transaction_amount': 2835.01, 'exchange_rate': 1.1539}
[2025-02-12T16:10:26.351+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000009', 'transaction_date': 1728576626351, 'account_id': 'A00971', 'customer_id': 'C00078', 'transaction_type': 'Transfer', 'currency': 'USD', 'branch_id': 'B00656', 'transaction_amount': 9894.32, 'exchange_rate': 1.0514}
[2025-02-12T16:10:26.354+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000010', 'transaction_date': 1718208626353, 'account_id': 'A00380', 'customer_id': 'C00408', 'transaction_type': 'Credit', 'currency': 'EUR', 'branch_id': 'B00725', 'transaction_amount': 1922.79, 'exchange_rate': 0.5042}
[2025-02-12T16:10:26.357+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000011', 'transaction_date': 1707927026356, 'account_id': 'A00359', 'customer_id': 'C00723', 'transaction_type': 'Deposit', 'currency': 'GBP', 'branch_id': 'B00004', 'transaction_amount': 647.01, 'exchange_rate': 1.1365}
[2025-02-12T16:10:26.359+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000012', 'transaction_date': 1708445426359, 'account_id': 'A00814', 'customer_id': 'C00493', 'transaction_type': 'Transfer', 'currency': 'EUR', 'branch_id': 'B00405', 'transaction_amount': 7740.36, 'exchange_rate': 0.5666}
[2025-02-12T16:10:26.362+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000013', 'transaction_date': 1709309426361, 'account_id': 'A00359', 'customer_id': 'C00234', 'transaction_type': 'Deposit', 'currency': 'GBP', 'branch_id': 'B00658', 'transaction_amount': 3152.79, 'exchange_rate': 0.989}
[2025-02-12T16:10:26.365+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000014', 'transaction_date': 1729267826365, 'account_id': 'A00948', 'customer_id': 'C00458', 'transaction_type': 'Withdrawal', 'currency': 'GBP', 'branch_id': 'B00201', 'transaction_amount': 6235.92, 'exchange_rate': 0.7909}
[2025-02-12T16:10:26.367+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000015', 'transaction_date': 1725293426367, 'account_id': 'A00768', 'customer_id': 'C00598', 'transaction_type': 'Deposit', 'currency': 'USD', 'branch_id': 'B00819', 'transaction_amount': 5386.61, 'exchange_rate': 1.2006}
[2025-02-12T16:10:26.374+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000016', 'transaction_date': 1731687026372, 'account_id': 'A00737', 'customer_id': 'C00434', 'transaction_type': 'Withdrawal', 'currency': 'EUR', 'branch_id': 'B00295', 'transaction_amount': 9584.54, 'exchange_rate': 1.4149}
[2025-02-12T16:10:26.377+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000017', 'transaction_date': 1709050226377, 'account_id': 'A00187', 'customer_id': 'C00623', 'transaction_type': 'Deposit', 'currency': 'USD', 'branch_id': 'B00719', 'transaction_amount': 4662.89, 'exchange_rate': 0.5256}
[2025-02-12T16:10:26.381+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000018', 'transaction_date': 1730650226381, 'account_id': 'A00980', 'customer_id': 'C00520', 'transaction_type': 'Deposit', 'currency': 'USD', 'branch_id': 'B00519', 'transaction_amount': 1029.36, 'exchange_rate': 0.5286}
[2025-02-12T16:10:26.385+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000019', 'transaction_date': 1712160626384, 'account_id': 'A00727', 'customer_id': 'C00715', 'transaction_type': 'Transfer', 'currency': 'USD', 'branch_id': 'B00644', 'transaction_amount': 7935.15, 'exchange_rate': 1.0201}
[2025-02-12T16:10:26.389+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000020', 'transaction_date': 1721751026388, 'account_id': 'A00218', 'customer_id': 'C00369', 'transaction_type': 'Deposit', 'currency': 'EUR', 'branch_id': 'B00741', 'transaction_amount': 3853.12, 'exchange_rate': 0.9296}
[2025-02-12T16:10:26.394+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000021', 'transaction_date': 1729008626393, 'account_id': 'A00769', 'customer_id': 'C00801', 'transaction_type': 'Withdrawal', 'currency': 'EUR', 'branch_id': 'B00667', 'transaction_amount': 2074.9, 'exchange_rate': 0.8015}
[2025-02-12T16:10:26.398+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000022', 'transaction_date': 1730131826397, 'account_id': 'A00632', 'customer_id': 'C00993', 'transaction_type': 'Deposit', 'currency': 'GBP', 'branch_id': 'B00862', 'transaction_amount': 949.61, 'exchange_rate': 1.1371}
[2025-02-12T16:10:26.406+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000023', 'transaction_date': 1709827826404, 'account_id': 'A00556', 'customer_id': 'C00210', 'transaction_type': 'Debit', 'currency': 'EUR', 'branch_id': 'B00029', 'transaction_amount': 7769.12, 'exchange_rate': 0.7891}
[2025-02-12T16:10:26.410+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000024', 'transaction_date': 1731946226408, 'account_id': 'A00983', 'customer_id': 'C00365', 'transaction_type': 'Transfer', 'currency': 'EUR', 'branch_id': 'B00677', 'transaction_amount': 4771.33, 'exchange_rate': 0.567}
[2025-02-12T16:10:26.416+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000025', 'transaction_date': 1715184626414, 'account_id': 'A00183', 'customer_id': 'C00519', 'transaction_type': 'Withdrawal', 'currency': 'GBP', 'branch_id': 'B00746', 'transaction_amount': 646.68, 'exchange_rate': 1.3637}
[2025-02-12T16:10:26.420+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000026', 'transaction_date': 1730736626418, 'account_id': 'A00164', 'customer_id': 'C00964', 'transaction_type': 'Credit', 'currency': 'EUR', 'branch_id': 'B00975', 'transaction_amount': 9171.7, 'exchange_rate': 0.5081}
[2025-02-12T16:10:26.424+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000027', 'transaction_date': 1735920626423, 'account_id': 'A00838', 'customer_id': 'C00287', 'transaction_type': 'Credit', 'currency': 'GBP', 'branch_id': 'B00884', 'transaction_amount': 2609.12, 'exchange_rate': 1.4218}
[2025-02-12T16:10:26.429+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000028', 'transaction_date': 1709655026427, 'account_id': 'A00086', 'customer_id': 'C00664', 'transaction_type': 'Transfer', 'currency': 'GBP', 'branch_id': 'B00284', 'transaction_amount': 105.56, 'exchange_rate': 0.9904}
[2025-02-12T16:10:26.432+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000029', 'transaction_date': 1737562226432, 'account_id': 'A00869', 'customer_id': 'C00448', 'transaction_type': 'Deposit', 'currency': 'USD', 'branch_id': 'B00398', 'transaction_amount': 6750.8, 'exchange_rate': 0.9632}
[2025-02-12T16:10:26.436+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000030', 'transaction_date': 1725725426436, 'account_id': 'A00791', 'customer_id': 'C00908', 'transaction_type': 'Deposit', 'currency': 'EUR', 'branch_id': 'B00106', 'transaction_amount': 2604.4, 'exchange_rate': 0.5105}
[2025-02-12T16:10:26.440+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000031', 'transaction_date': 1724688626439, 'account_id': 'A00009', 'customer_id': 'C00893', 'transaction_type': 'Withdrawal', 'currency': 'GBP', 'branch_id': 'B00213', 'transaction_amount': 4405.85, 'exchange_rate': 0.5066}
[2025-02-12T16:10:26.444+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000032', 'transaction_date': 1726330226444, 'account_id': 'A00159', 'customer_id': 'C00775', 'transaction_type': 'Deposit', 'currency': 'EUR', 'branch_id': 'B00812', 'transaction_amount': 3352.55, 'exchange_rate': 0.532}
[2025-02-12T16:10:26.446+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000033', 'transaction_date': 1721491826446, 'account_id': 'A00762', 'customer_id': 'C00457', 'transaction_type': 'Credit', 'currency': 'GBP', 'branch_id': 'B00188', 'transaction_amount': 6919.52, 'exchange_rate': 0.5633}
[2025-02-12T16:10:26.450+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000034', 'transaction_date': 1720109426449, 'account_id': 'A00186', 'customer_id': 'C00229', 'transaction_type': 'Transfer', 'currency': 'USD', 'branch_id': 'B00947', 'transaction_amount': 2000.84, 'exchange_rate': 0.6625}
[2025-02-12T16:10:26.459+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000035', 'transaction_date': 1713283826456, 'account_id': 'A00780', 'customer_id': 'C00531', 'transaction_type': 'Transfer', 'currency': 'EUR', 'branch_id': 'B00449', 'transaction_amount': 9247.62, 'exchange_rate': 0.8336}
[2025-02-12T16:10:26.461+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000036', 'transaction_date': 1722787826461, 'account_id': 'A00283', 'customer_id': 'C00197', 'transaction_type': 'Withdrawal', 'currency': 'USD', 'branch_id': 'B00448', 'transaction_amount': 6092.56, 'exchange_rate': 0.6322}
[2025-02-12T16:10:26.465+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000037', 'transaction_date': 1728058226464, 'account_id': 'A00548', 'customer_id': 'C00298', 'transaction_type': 'Debit', 'currency': 'USD', 'branch_id': 'B00044', 'transaction_amount': 8917.52, 'exchange_rate': 0.999}
[2025-02-12T16:10:26.468+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000038', 'transaction_date': 1735661426468, 'account_id': 'A00912', 'customer_id': 'C00224', 'transaction_type': 'Credit', 'currency': 'GBP', 'branch_id': 'B00978', 'transaction_amount': 8663.99, 'exchange_rate': 1.3378}
[2025-02-12T16:10:26.471+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000039', 'transaction_date': 1713024626471, 'account_id': 'A00167', 'customer_id': 'C00714', 'transaction_type': 'Debit', 'currency': 'GBP', 'branch_id': 'B00481', 'transaction_amount': 1649.45, 'exchange_rate': 0.8606}
[2025-02-12T16:10:26.473+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000040', 'transaction_date': 1711901426473, 'account_id': 'A00957', 'customer_id': 'C00675', 'transaction_type': 'Withdrawal', 'currency': 'EUR', 'branch_id': 'B00577', 'transaction_amount': 9143.67, 'exchange_rate': 1.1926}
[2025-02-12T16:10:26.476+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000041', 'transaction_date': 1721837426475, 'account_id': 'A00324', 'customer_id': 'C00261', 'transaction_type': 'Withdrawal', 'currency': 'EUR', 'branch_id': 'B00407', 'transaction_amount': 296.09, 'exchange_rate': 1.0168}
[2025-02-12T16:10:26.479+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000042', 'transaction_date': 1726071026479, 'account_id': 'A00559', 'customer_id': 'C00813', 'transaction_type': 'Deposit', 'currency': 'EUR', 'branch_id': 'B00918', 'transaction_amount': 7892.0, 'exchange_rate': 0.6784}
[2025-02-12T16:10:26.481+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000043', 'transaction_date': 1708963826481, 'account_id': 'A00715', 'customer_id': 'C00869', 'transaction_type': 'Deposit', 'currency': 'GBP', 'branch_id': 'B00777', 'transaction_amount': 427.27, 'exchange_rate': 1.4344}
[2025-02-12T16:10:26.484+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000044', 'transaction_date': 1713715826484, 'account_id': 'A00543', 'customer_id': 'C00709', 'transaction_type': 'Transfer', 'currency': 'GBP', 'branch_id': 'B00750', 'transaction_amount': 9195.88, 'exchange_rate': 0.8907}
[2025-02-12T16:10:26.489+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000045', 'transaction_date': 1730563826487, 'account_id': 'A00231', 'customer_id': 'C00255', 'transaction_type': 'Withdrawal', 'currency': 'EUR', 'branch_id': 'B00370', 'transaction_amount': 8604.56, 'exchange_rate': 1.0162}
