[2025-02-12T16:08:23.897+0000] {taskinstance.py:1157} INFO - Dependencies all met for dep_context=non-requeueable deps ti=<TaskInstance: transaction_facts_generator.generate_txn_fact_data scheduled__2025-01-17T17:00:00+00:00 [queued]>
[2025-02-12T16:08:23.917+0000] {taskinstance.py:1157} INFO - Dependencies all met for dep_context=requeueable deps ti=<TaskInstance: transaction_facts_generator.generate_txn_fact_data scheduled__2025-01-17T17:00:00+00:00 [queued]>
[2025-02-12T16:08:23.920+0000] {taskinstance.py:1359} INFO - Starting attempt 1 of 4
[2025-02-12T16:08:24.417+0000] {taskinstance.py:1380} INFO - Executing <Task(KafkaProduceOperator): generate_txn_fact_data> on 2025-01-17 17:00:00+00:00
[2025-02-12T16:08:24.441+0000] {standard_task_runner.py:57} INFO - Started process 5674 to run task
[2025-02-12T16:08:24.451+0000] {standard_task_runner.py:84} INFO - Running: ['***', 'tasks', 'run', 'transaction_facts_generator', 'generate_txn_fact_data', 'scheduled__2025-01-17T17:00:00+00:00', '--job-id', '91', '--raw', '--subdir', 'DAGS_FOLDER/transaction_facts_generator_dag.py', '--cfg-path', '/tmp/tmp6ejeo_jr']
[2025-02-12T16:08:24.463+0000] {standard_task_runner.py:85} INFO - Job 91: Subtask generate_txn_fact_data
[2025-02-12T16:08:31.475+0000] {task_command.py:415} INFO - Running <TaskInstance: transaction_facts_generator.generate_txn_fact_data scheduled__2025-01-17T17:00:00+00:00 [running]> on host 5879df32f101
[2025-02-12T16:08:31.664+0000] {taskinstance.py:1660} INFO - Exporting env vars: AIRFLOW_CTX_DAG_EMAIL='hoyseiha@gmail.com' AIRFLOW_CTX_DAG_OWNER='***' AIRFLOW_CTX_DAG_ID='transaction_facts_generator' AIRFLOW_CTX_TASK_ID='generate_txn_fact_data' AIRFLOW_CTX_EXECUTION_DATE='2025-01-17T17:00:00+00:00' AIRFLOW_CTX_TRY_NUMBER='1' AIRFLOW_CTX_DAG_RUN_ID='scheduled__2025-01-17T17:00:00+00:00'
[2025-02-12T16:08:31.683+0000] {conn.py:380} INFO - <BrokerConnection node_id=bootstrap-0 host=kafka_broker:9092 <connecting> [IPv4 ('172.20.0.4', 9092)]>: connecting to kafka_broker:9092 [('172.20.0.4', 9092) IPv4]
[2025-02-12T16:08:31.684+0000] {conn.py:1205} INFO - Probing node bootstrap-0 broker version
[2025-02-12T16:08:31.686+0000] {conn.py:410} INFO - <BrokerConnection node_id=bootstrap-0 host=kafka_broker:9092 <connecting> [IPv4 ('172.20.0.4', 9092)]>: Connection complete.
[2025-02-12T16:08:31.791+0000] {conn.py:1267} INFO - Broker version identified as 2.5.0
[2025-02-12T16:08:31.791+0000] {conn.py:1268} INFO - Set configuration api_version=(2, 5, 0) to skip auto check_version requests on startup
[2025-02-12T16:08:31.800+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000001', 'transaction_date': 1712938111798, 'account_id': 'A00491', 'customer_id': 'C00391', 'transaction_type': 'Withdrawal', 'currency': 'EUR', 'branch_id': 'B00425', 'transaction_amount': 7067.46, 'exchange_rate': 1.2178}
[2025-02-12T16:08:31.804+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000002', 'transaction_date': 1732637311804, 'account_id': 'A00040', 'customer_id': 'C00369', 'transaction_type': 'Transfer', 'currency': 'GBP', 'branch_id': 'B00169', 'transaction_amount': 3598.39, 'exchange_rate': 1.4021}
[2025-02-12T16:08:31.806+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000003', 'transaction_date': 1719590911806, 'account_id': 'A00604', 'customer_id': 'C00837', 'transaction_type': 'Deposit', 'currency': 'EUR', 'branch_id': 'B00713', 'transaction_amount': 7893.4, 'exchange_rate': 0.5527}
[2025-02-12T16:08:31.810+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000004', 'transaction_date': 1711210111809, 'account_id': 'A00305', 'customer_id': 'C00299', 'transaction_type': 'Deposit', 'currency': 'GBP', 'branch_id': 'B00030', 'transaction_amount': 4127.33, 'exchange_rate': 0.6889}
[2025-02-12T16:08:31.811+0000] {conn.py:380} INFO - <BrokerConnection node_id=0 host=kafka_broker:9092 <connecting> [IPv4 ('172.20.0.4', 9092)]>: connecting to kafka_broker:9092 [('172.20.0.4', 9092) IPv4]
[2025-02-12T16:08:31.820+0000] {conn.py:410} INFO - <BrokerConnection node_id=0 host=kafka_broker:9092 <connecting> [IPv4 ('172.20.0.4', 9092)]>: Connection complete.
[2025-02-12T16:08:31.815+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000005', 'transaction_date': 1713283711813, 'account_id': 'A00045', 'customer_id': 'C00143', 'transaction_type': 'Withdrawal', 'currency': 'EUR', 'branch_id': 'B00157', 'transaction_amount': 9435.81, 'exchange_rate': 0.5826}
[2025-02-12T16:08:31.821+0000] {conn.py:919} INFO - <BrokerConnection node_id=bootstrap-0 host=kafka_broker:9092 <connected> [IPv4 ('172.20.0.4', 9092)]>: Closing connection. 
[2025-02-12T16:08:31.824+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000006', 'transaction_date': 1720886911824, 'account_id': 'A00226', 'customer_id': 'C00394', 'transaction_type': 'Debit', 'currency': 'USD', 'branch_id': 'B00454', 'transaction_amount': 9270.71, 'exchange_rate': 1.4693}
[2025-02-12T16:08:31.834+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000007', 'transaction_date': 1715962111832, 'account_id': 'A00550', 'customer_id': 'C00222', 'transaction_type': 'Debit', 'currency': 'EUR', 'branch_id': 'B00757', 'transaction_amount': 6709.64, 'exchange_rate': 1.3019}
[2025-02-12T16:08:31.837+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000008', 'transaction_date': 1722701311836, 'account_id': 'A00781', 'customer_id': 'C00094', 'transaction_type': 'Deposit', 'currency': 'USD', 'branch_id': 'B00751', 'transaction_amount': 6504.23, 'exchange_rate': 0.9383}
[2025-02-12T16:08:31.843+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000009', 'transaction_date': 1726416511841, 'account_id': 'A00214', 'customer_id': 'C00184', 'transaction_type': 'Withdrawal', 'currency': 'EUR', 'branch_id': 'B00970', 'transaction_amount': 6950.0, 'exchange_rate': 1.2637}
[2025-02-12T16:08:31.848+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000010', 'transaction_date': 1736525311847, 'account_id': 'A00298', 'customer_id': 'C00164', 'transaction_type': 'Transfer', 'currency': 'USD', 'branch_id': 'B00637', 'transaction_amount': 2417.88, 'exchange_rate': 1.0343}
[2025-02-12T16:08:31.854+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000011', 'transaction_date': 1730390911853, 'account_id': 'A00474', 'customer_id': 'C00863', 'transaction_type': 'Withdrawal', 'currency': 'USD', 'branch_id': 'B00008', 'transaction_amount': 9380.32, 'exchange_rate': 0.8911}
[2025-02-12T16:08:31.859+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000012', 'transaction_date': 1729958911857, 'account_id': 'A00989', 'customer_id': 'C00732', 'transaction_type': 'Debit', 'currency': 'EUR', 'branch_id': 'B00939', 'transaction_amount': 4382.98, 'exchange_rate': 0.5035}
[2025-02-12T16:08:31.866+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000013', 'transaction_date': 1727194111866, 'account_id': 'A00754', 'customer_id': 'C00985', 'transaction_type': 'Credit', 'currency': 'EUR', 'branch_id': 'B00938', 'transaction_amount': 2869.39, 'exchange_rate': 0.9131}
[2025-02-12T16:08:31.875+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000014', 'transaction_date': 1723133311874, 'account_id': 'A00483', 'customer_id': 'C00320', 'transaction_type': 'Deposit', 'currency': 'USD', 'branch_id': 'B00361', 'transaction_amount': 1572.8, 'exchange_rate': 1.355}
[2025-02-12T16:08:31.879+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000015', 'transaction_date': 1722787711878, 'account_id': 'A00342', 'customer_id': 'C00081', 'transaction_type': 'Credit', 'currency': 'EUR', 'branch_id': 'B00236', 'transaction_amount': 7439.35, 'exchange_rate': 1.0159}
[2025-02-12T16:08:31.882+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000016', 'transaction_date': 1713715711881, 'account_id': 'A00847', 'customer_id': 'C00148', 'transaction_type': 'Deposit', 'currency': 'GBP', 'branch_id': 'B00551', 'transaction_amount': 6191.04, 'exchange_rate': 0.5025}
[2025-02-12T16:08:31.886+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000017', 'transaction_date': 1719072511886, 'account_id': 'A00730', 'customer_id': 'C00879', 'transaction_type': 'Credit', 'currency': 'USD', 'branch_id': 'B00600', 'transaction_amount': 5900.29, 'exchange_rate': 1.3678}
[2025-02-12T16:08:31.890+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000018', 'transaction_date': 1735661311890, 'account_id': 'A00811', 'customer_id': 'C00199', 'transaction_type': 'Debit', 'currency': 'EUR', 'branch_id': 'B00369', 'transaction_amount': 816.63, 'exchange_rate': 0.8179}
[2025-02-12T16:08:31.895+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000019', 'transaction_date': 1736006911894, 'account_id': 'A00721', 'customer_id': 'C00225', 'transaction_type': 'Credit', 'currency': 'GBP', 'branch_id': 'B00050', 'transaction_amount': 8230.19, 'exchange_rate': 0.5949}
[2025-02-12T16:08:31.905+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000020', 'transaction_date': 1723651711900, 'account_id': 'A00333', 'customer_id': 'C00716', 'transaction_type': 'Withdrawal', 'currency': 'USD', 'branch_id': 'B00363', 'transaction_amount': 8604.16, 'exchange_rate': 0.6885}
[2025-02-12T16:08:31.909+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000021', 'transaction_date': 1727453311907, 'account_id': 'A00649', 'customer_id': 'C00737', 'transaction_type': 'Withdrawal', 'currency': 'USD', 'branch_id': 'B00451', 'transaction_amount': 9416.79, 'exchange_rate': 1.1067}
[2025-02-12T16:08:31.914+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000022', 'transaction_date': 1723738111913, 'account_id': 'A00779', 'customer_id': 'C00462', 'transaction_type': 'Transfer', 'currency': 'EUR', 'branch_id': 'B00466', 'transaction_amount': 3095.85, 'exchange_rate': 0.5174}
[2025-02-12T16:08:31.922+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000023', 'transaction_date': 1739203711919, 'account_id': 'A00273', 'customer_id': 'C00022', 'transaction_type': 'Credit', 'currency': 'EUR', 'branch_id': 'B00573', 'transaction_amount': 7616.55, 'exchange_rate': 1.2755}
[2025-02-12T16:08:31.928+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000024', 'transaction_date': 1716912511925, 'account_id': 'A00352', 'customer_id': 'C00293', 'transaction_type': 'Transfer', 'currency': 'EUR', 'branch_id': 'B00391', 'transaction_amount': 6734.87, 'exchange_rate': 0.781}
[2025-02-12T16:08:31.934+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000025', 'transaction_date': 1731168511932, 'account_id': 'A00746', 'customer_id': 'C00126', 'transaction_type': 'Transfer', 'currency': 'USD', 'branch_id': 'B00712', 'transaction_amount': 7208.42, 'exchange_rate': 1.1236}
[2025-02-12T16:08:31.941+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000026', 'transaction_date': 1727971711937, 'account_id': 'A00938', 'customer_id': 'C00296', 'transaction_type': 'Transfer', 'currency': 'USD', 'branch_id': 'B00475', 'transaction_amount': 2219.3, 'exchange_rate': 1.3937}
[2025-02-12T16:08:31.946+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000027', 'transaction_date': 1731082111945, 'account_id': 'A00629', 'customer_id': 'C00704', 'transaction_type': 'Debit', 'currency': 'USD', 'branch_id': 'B00132', 'transaction_amount': 3714.28, 'exchange_rate': 0.5429}
[2025-02-12T16:08:31.952+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000028', 'transaction_date': 1736266111949, 'account_id': 'A00894', 'customer_id': 'C00034', 'transaction_type': 'Transfer', 'currency': 'EUR', 'branch_id': 'B00384', 'transaction_amount': 8526.45, 'exchange_rate': 1.2286}
[2025-02-12T16:08:31.957+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000029', 'transaction_date': 1720800511954, 'account_id': 'A00333', 'customer_id': 'C00246', 'transaction_type': 'Credit', 'currency': 'USD', 'branch_id': 'B00639', 'transaction_amount': 8248.49, 'exchange_rate': 1.4975}
[2025-02-12T16:08:31.967+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000030', 'transaction_date': 1734278911964, 'account_id': 'A00977', 'customer_id': 'C00665', 'transaction_type': 'Debit', 'currency': 'EUR', 'branch_id': 'B00896', 'transaction_amount': 4595.94, 'exchange_rate': 1.0822}
[2025-02-12T16:08:31.975+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000031', 'transaction_date': 1713974911970, 'account_id': 'A00083', 'customer_id': 'C00197', 'transaction_type': 'Credit', 'currency': 'USD', 'branch_id': 'B00885', 'transaction_amount': 7334.9, 'exchange_rate': 0.7521}
[2025-02-12T16:08:31.981+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000032', 'transaction_date': 1710691711979, 'account_id': 'A00242', 'customer_id': 'C00361', 'transaction_type': 'Credit', 'currency': 'USD', 'branch_id': 'B00888', 'transaction_amount': 8151.12, 'exchange_rate': 0.7314}
[2025-02-12T16:08:31.986+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000033', 'transaction_date': 1711382911983, 'account_id': 'A00440', 'customer_id': 'C00252', 'transaction_type': 'Credit', 'currency': 'GBP', 'branch_id': 'B00770', 'transaction_amount': 2365.42, 'exchange_rate': 0.9285}
[2025-02-12T16:08:31.995+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000034', 'transaction_date': 1711728511992, 'account_id': 'A00779', 'customer_id': 'C00669', 'transaction_type': 'Credit', 'currency': 'GBP', 'branch_id': 'B00234', 'transaction_amount': 2956.68, 'exchange_rate': 0.6549}
[2025-02-12T16:08:31.999+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000035', 'transaction_date': 1718294911997, 'account_id': 'A00579', 'customer_id': 'C00169', 'transaction_type': 'Debit', 'currency': 'EUR', 'branch_id': 'B00067', 'transaction_amount': 5329.79, 'exchange_rate': 0.6751}
[2025-02-12T16:08:32.004+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000036', 'transaction_date': 1721664512002, 'account_id': 'A00413', 'customer_id': 'C00179', 'transaction_type': 'Debit', 'currency': 'EUR', 'branch_id': 'B00888', 'transaction_amount': 7852.74, 'exchange_rate': 1.4205}
[2025-02-12T16:08:32.012+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000037', 'transaction_date': 1724688512008, 'account_id': 'A00186', 'customer_id': 'C00040', 'transaction_type': 'Credit', 'currency': 'GBP', 'branch_id': 'B00411', 'transaction_amount': 4386.32, 'exchange_rate': 0.7288}
[2025-02-12T16:08:32.016+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000038', 'transaction_date': 1735315712014, 'account_id': 'A00175', 'customer_id': 'C00521', 'transaction_type': 'Deposit', 'currency': 'GBP', 'branch_id': 'B00964', 'transaction_amount': 1798.14, 'exchange_rate': 0.8286}
[2025-02-12T16:08:32.025+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000039', 'transaction_date': 1727885312019, 'account_id': 'A00093', 'customer_id': 'C00422', 'transaction_type': 'Debit', 'currency': 'GBP', 'branch_id': 'B00599', 'transaction_amount': 9121.0, 'exchange_rate': 0.8048}
[2025-02-12T16:08:32.029+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000040', 'transaction_date': 1712074112027, 'account_id': 'A00485', 'customer_id': 'C00195', 'transaction_type': 'Transfer', 'currency': 'EUR', 'branch_id': 'B00343', 'transaction_amount': 3159.43, 'exchange_rate': 0.8522}
[2025-02-12T16:08:32.033+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000041', 'transaction_date': 1720714112031, 'account_id': 'A00115', 'customer_id': 'C00736', 'transaction_type': 'Credit', 'currency': 'USD', 'branch_id': 'B00491', 'transaction_amount': 2280.06, 'exchange_rate': 0.5943}
