[2025-02-12T16:10:24.916+0000] {taskinstance.py:1157} INFO - Dependencies all met for dep_context=non-requeueable deps ti=<TaskInstance: transaction_facts_generator.generate_txn_fact_data scheduled__2025-02-06T17:00:00+00:00 [queued]>
[2025-02-12T16:10:24.939+0000] {taskinstance.py:1157} INFO - Dependencies all met for dep_context=requeueable deps ti=<TaskInstance: transaction_facts_generator.generate_txn_fact_data scheduled__2025-02-06T17:00:00+00:00 [queued]>
[2025-02-12T16:10:24.940+0000] {taskinstance.py:1359} INFO - Starting attempt 1 of 4
[2025-02-12T16:10:24.968+0000] {taskinstance.py:1380} INFO - Executing <Task(KafkaProduceOperator): generate_txn_fact_data> on 2025-02-06 17:00:00+00:00
[2025-02-12T16:10:24.983+0000] {standard_task_runner.py:57} INFO - Started process 6033 to run task
[2025-02-12T16:10:24.989+0000] {standard_task_runner.py:84} INFO - Running: ['***', 'tasks', 'run', 'transaction_facts_generator', 'generate_txn_fact_data', 'scheduled__2025-02-06T17:00:00+00:00', '--job-id', '107', '--raw', '--subdir', 'DAGS_FOLDER/transaction_facts_generator_dag.py', '--cfg-path', '/tmp/tmp7m16wkd3']
[2025-02-12T16:10:24.991+0000] {standard_task_runner.py:85} INFO - Job 107: Subtask generate_txn_fact_data
[2025-02-12T16:10:25.084+0000] {task_command.py:415} INFO - Running <TaskInstance: transaction_facts_generator.generate_txn_fact_data scheduled__2025-02-06T17:00:00+00:00 [running]> on host 5879df32f101
[2025-02-12T16:10:25.254+0000] {taskinstance.py:1660} INFO - Exporting env vars: AIRFLOW_CTX_DAG_EMAIL='hoyseiha@gmail.com' AIRFLOW_CTX_DAG_OWNER='***' AIRFLOW_CTX_DAG_ID='transaction_facts_generator' AIRFLOW_CTX_TASK_ID='generate_txn_fact_data' AIRFLOW_CTX_EXECUTION_DATE='2025-02-06T17:00:00+00:00' AIRFLOW_CTX_TRY_NUMBER='1' AIRFLOW_CTX_DAG_RUN_ID='scheduled__2025-02-06T17:00:00+00:00'
[2025-02-12T16:10:25.261+0000] {conn.py:380} INFO - <BrokerConnection node_id=bootstrap-0 host=kafka_broker:9092 <connecting> [IPv4 ('172.20.0.4', 9092)]>: connecting to kafka_broker:9092 [('172.20.0.4', 9092) IPv4]
[2025-02-12T16:10:25.262+0000] {conn.py:1205} INFO - Probing node bootstrap-0 broker version
[2025-02-12T16:10:25.263+0000] {conn.py:410} INFO - <BrokerConnection node_id=bootstrap-0 host=kafka_broker:9092 <connecting> [IPv4 ('172.20.0.4', 9092)]>: Connection complete.
[2025-02-12T16:10:25.376+0000] {conn.py:1267} INFO - Broker version identified as 2.5.0
[2025-02-12T16:10:25.377+0000] {conn.py:1268} INFO - Set configuration api_version=(2, 5, 0) to skip auto check_version requests on startup
[2025-02-12T16:10:25.384+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000001', 'transaction_date': 1709827825382, 'account_id': 'A00743', 'customer_id': 'C00160', 'transaction_type': 'Debit', 'currency': 'USD', 'branch_id': 'B00229', 'transaction_amount': 9017.58, 'exchange_rate': 0.851}
[2025-02-12T16:10:25.386+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000002', 'transaction_date': 1722355825386, 'account_id': 'A00723', 'customer_id': 'C00486', 'transaction_type': 'Deposit', 'currency': 'USD', 'branch_id': 'B00247', 'transaction_amount': 6766.74, 'exchange_rate': 1.4268}
[2025-02-12T16:10:25.389+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000003', 'transaction_date': 1724170225389, 'account_id': 'A00931', 'customer_id': 'C00655', 'transaction_type': 'Deposit', 'currency': 'EUR', 'branch_id': 'B00434', 'transaction_amount': 8166.52, 'exchange_rate': 0.9646}
[2025-02-12T16:10:25.391+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000004', 'transaction_date': 1730995825391, 'account_id': 'A00963', 'customer_id': 'C00380', 'transaction_type': 'Withdrawal', 'currency': 'EUR', 'branch_id': 'B00148', 'transaction_amount': 8846.84, 'exchange_rate': 1.2325}
[2025-02-12T16:10:25.394+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000005', 'transaction_date': 1736871025393, 'account_id': 'A00151', 'customer_id': 'C00342', 'transaction_type': 'Withdrawal', 'currency': 'USD', 'branch_id': 'B00936', 'transaction_amount': 9474.32, 'exchange_rate': 1.0544}
[2025-02-12T16:10:25.392+0000] {conn.py:380} INFO - <BrokerConnection node_id=0 host=kafka_broker:9092 <connecting> [IPv4 ('172.20.0.4', 9092)]>: connecting to kafka_broker:9092 [('172.20.0.4', 9092) IPv4]
[2025-02-12T16:10:25.396+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000006', 'transaction_date': 1707840625395, 'account_id': 'A00055', 'customer_id': 'C00309', 'transaction_type': 'Debit', 'currency': 'EUR', 'branch_id': 'B00009', 'transaction_amount': 3886.32, 'exchange_rate': 1.1115}
[2025-02-12T16:10:25.398+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000007', 'transaction_date': 1710778225398, 'account_id': 'A00302', 'customer_id': 'C00278', 'transaction_type': 'Deposit', 'currency': 'USD', 'branch_id': 'B00768', 'transaction_amount': 4371.06, 'exchange_rate': 1.2915}
[2025-02-12T16:10:25.401+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000008', 'transaction_date': 1716048625400, 'account_id': 'A00928', 'customer_id': 'C00128', 'transaction_type': 'Credit', 'currency': 'GBP', 'branch_id': 'B00892', 'transaction_amount': 1538.35, 'exchange_rate': 1.3459}
[2025-02-12T16:10:25.399+0000] {conn.py:410} INFO - <BrokerConnection node_id=0 host=kafka_broker:9092 <connecting> [IPv4 ('172.20.0.4', 9092)]>: Connection complete.
[2025-02-12T16:10:25.403+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000009', 'transaction_date': 1711383025403, 'account_id': 'A00337', 'customer_id': 'C00655', 'transaction_type': 'Transfer', 'currency': 'GBP', 'branch_id': 'B00054', 'transaction_amount': 4866.58, 'exchange_rate': 0.8677}
[2025-02-12T16:10:25.404+0000] {conn.py:919} INFO - <BrokerConnection node_id=bootstrap-0 host=kafka_broker:9092 <connected> [IPv4 ('172.20.0.4', 9092)]>: Closing connection. 
[2025-02-12T16:10:25.406+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000010', 'transaction_date': 1730131825406, 'account_id': 'A00240', 'customer_id': 'C00960', 'transaction_type': 'Withdrawal', 'currency': 'USD', 'branch_id': 'B00489', 'transaction_amount': 5370.6, 'exchange_rate': 0.6088}
[2025-02-12T16:10:25.413+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000011', 'transaction_date': 1727280625412, 'account_id': 'A00888', 'customer_id': 'C00728', 'transaction_type': 'Debit', 'currency': 'EUR', 'branch_id': 'B00316', 'transaction_amount': 8128.59, 'exchange_rate': 1.0329}
[2025-02-12T16:10:25.415+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000012', 'transaction_date': 1718640625415, 'account_id': 'A00171', 'customer_id': 'C00479', 'transaction_type': 'Deposit', 'currency': 'EUR', 'branch_id': 'B00794', 'transaction_amount': 782.77, 'exchange_rate': 0.5082}
[2025-02-12T16:10:25.419+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000013', 'transaction_date': 1729440625418, 'account_id': 'A00510', 'customer_id': 'C00661', 'transaction_type': 'Withdrawal', 'currency': 'GBP', 'branch_id': 'B00144', 'transaction_amount': 579.97, 'exchange_rate': 1.1906}
[2025-02-12T16:10:25.422+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000014', 'transaction_date': 1708272625421, 'account_id': 'A00433', 'customer_id': 'C00012', 'transaction_type': 'Debit', 'currency': 'USD', 'branch_id': 'B00253', 'transaction_amount': 8330.38, 'exchange_rate': 0.7694}
[2025-02-12T16:10:25.425+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000015', 'transaction_date': 1734797425424, 'account_id': 'A00638', 'customer_id': 'C00667', 'transaction_type': 'Withdrawal', 'currency': 'GBP', 'branch_id': 'B00901', 'transaction_amount': 6400.03, 'exchange_rate': 1.3453}
