[2025-02-12T16:08:32.060+0000] {taskinstance.py:1157} INFO - Dependencies all met for dep_context=non-requeueable deps ti=<TaskInstance: transaction_facts_generator.generate_txn_fact_data scheduled__2025-01-22T17:00:00+00:00 [queued]>
[2025-02-12T16:08:32.082+0000] {taskinstance.py:1157} INFO - Dependencies all met for dep_context=requeueable deps ti=<TaskInstance: transaction_facts_generator.generate_txn_fact_data scheduled__2025-01-22T17:00:00+00:00 [queued]>
[2025-02-12T16:08:32.083+0000] {taskinstance.py:1359} INFO - Starting attempt 1 of 4
[2025-02-12T16:08:32.120+0000] {taskinstance.py:1380} INFO - Executing <Task(KafkaProduceOperator): generate_txn_fact_data> on 2025-01-22 17:00:00+00:00
[2025-02-12T16:08:32.146+0000] {standard_task_runner.py:57} INFO - Started process 5705 to run task
[2025-02-12T16:08:32.149+0000] {standard_task_runner.py:84} INFO - Running: ['***', 'tasks', 'run', 'transaction_facts_generator', 'generate_txn_fact_data', 'scheduled__2025-01-22T17:00:00+00:00', '--job-id', '94', '--raw', '--subdir', 'DAGS_FOLDER/transaction_facts_generator_dag.py', '--cfg-path', '/tmp/tmppgwmdyoo']
[2025-02-12T16:08:32.155+0000] {standard_task_runner.py:85} INFO - Job 94: Subtask generate_txn_fact_data
[2025-02-12T16:08:32.302+0000] {task_command.py:415} INFO - Running <TaskInstance: transaction_facts_generator.generate_txn_fact_data scheduled__2025-01-22T17:00:00+00:00 [running]> on host 5879df32f101
[2025-02-12T16:08:32.515+0000] {taskinstance.py:1660} INFO - Exporting env vars: AIRFLOW_CTX_DAG_EMAIL='hoyseiha@gmail.com' AIRFLOW_CTX_DAG_OWNER='***' AIRFLOW_CTX_DAG_ID='transaction_facts_generator' AIRFLOW_CTX_TASK_ID='generate_txn_fact_data' AIRFLOW_CTX_EXECUTION_DATE='2025-01-22T17:00:00+00:00' AIRFLOW_CTX_TRY_NUMBER='1' AIRFLOW_CTX_DAG_RUN_ID='scheduled__2025-01-22T17:00:00+00:00'
[2025-02-12T16:08:32.533+0000] {conn.py:380} INFO - <BrokerConnection node_id=bootstrap-0 host=kafka_broker:9092 <connecting> [IPv4 ('172.20.0.4', 9092)]>: connecting to kafka_broker:9092 [('172.20.0.4', 9092) IPv4]
[2025-02-12T16:08:32.534+0000] {conn.py:1205} INFO - Probing node bootstrap-0 broker version
[2025-02-12T16:08:32.536+0000] {conn.py:410} INFO - <BrokerConnection node_id=bootstrap-0 host=kafka_broker:9092 <connecting> [IPv4 ('172.20.0.4', 9092)]>: Connection complete.
[2025-02-12T16:08:32.640+0000] {conn.py:1267} INFO - Broker version identified as 2.5.0
[2025-02-12T16:08:32.641+0000] {conn.py:1268} INFO - Set configuration api_version=(2, 5, 0) to skip auto check_version requests on startup
[2025-02-12T16:08:32.656+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000001', 'transaction_date': 1721491712650, 'account_id': 'A00285', 'customer_id': 'C00215', 'transaction_type': 'Withdrawal', 'currency': 'EUR', 'branch_id': 'B01000', 'transaction_amount': 711.96, 'exchange_rate': 0.7368}
[2025-02-12T16:08:32.659+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000002', 'transaction_date': 1714925312658, 'account_id': 'A00038', 'customer_id': 'C00508', 'transaction_type': 'Withdrawal', 'currency': 'EUR', 'branch_id': 'B00525', 'transaction_amount': 5831.39, 'exchange_rate': 0.5002}
[2025-02-12T16:08:32.663+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000003', 'transaction_date': 1719763712663, 'account_id': 'A00807', 'customer_id': 'C00617', 'transaction_type': 'Transfer', 'currency': 'USD', 'branch_id': 'B00645', 'transaction_amount': 5702.36, 'exchange_rate': 0.7236}
[2025-02-12T16:08:32.668+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000004', 'transaction_date': 1730477312667, 'account_id': 'A00480', 'customer_id': 'C00774', 'transaction_type': 'Debit', 'currency': 'USD', 'branch_id': 'B00403', 'transaction_amount': 5735.95, 'exchange_rate': 1.1298}
[2025-02-12T16:08:32.671+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000005', 'transaction_date': 1717690112670, 'account_id': 'A00422', 'customer_id': 'C00442', 'transaction_type': 'Credit', 'currency': 'USD', 'branch_id': 'B00823', 'transaction_amount': 52.13, 'exchange_rate': 0.8182}
[2025-02-12T16:08:32.672+0000] {conn.py:380} INFO - <BrokerConnection node_id=0 host=kafka_broker:9092 <connecting> [IPv4 ('172.20.0.4', 9092)]>: connecting to kafka_broker:9092 [('172.20.0.4', 9092) IPv4]
[2025-02-12T16:08:32.679+0000] {conn.py:410} INFO - <BrokerConnection node_id=0 host=kafka_broker:9092 <connecting> [IPv4 ('172.20.0.4', 9092)]>: Connection complete.
[2025-02-12T16:08:32.681+0000] {conn.py:919} INFO - <BrokerConnection node_id=bootstrap-0 host=kafka_broker:9092 <connected> [IPv4 ('172.20.0.4', 9092)]>: Closing connection. 
[2025-02-12T16:08:32.675+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000006', 'transaction_date': 1725466112674, 'account_id': 'A00787', 'customer_id': 'C00704', 'transaction_type': 'Debit', 'currency': 'GBP', 'branch_id': 'B00483', 'transaction_amount': 3539.58, 'exchange_rate': 1.4494}
[2025-02-12T16:08:32.694+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000007', 'transaction_date': 1729786112694, 'account_id': 'A00136', 'customer_id': 'C00253', 'transaction_type': 'Credit', 'currency': 'EUR', 'branch_id': 'B00232', 'transaction_amount': 4288.23, 'exchange_rate': 0.9992}
[2025-02-12T16:08:32.697+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000008', 'transaction_date': 1725725312696, 'account_id': 'A00634', 'customer_id': 'C00634', 'transaction_type': 'Debit', 'currency': 'USD', 'branch_id': 'B00703', 'transaction_amount': 5332.97, 'exchange_rate': 1.3792}
