[2025-02-12T16:10:26.110+0000] {taskinstance.py:1157} INFO - Dependencies all met for dep_context=non-requeueable deps ti=<TaskInstance: transaction_facts_generator.generate_txn_fact_data scheduled__2025-02-09T17:00:00+00:00 [queued]>
[2025-02-12T16:10:26.129+0000] {taskinstance.py:1157} INFO - Dependencies all met for dep_context=requeueable deps ti=<TaskInstance: transaction_facts_generator.generate_txn_fact_data scheduled__2025-02-09T17:00:00+00:00 [queued]>
[2025-02-12T16:10:26.130+0000] {taskinstance.py:1359} INFO - Starting attempt 1 of 4
[2025-02-12T16:10:26.161+0000] {taskinstance.py:1380} INFO - Executing <Task(KafkaProduceOperator): generate_txn_fact_data> on 2025-02-09 17:00:00+00:00
[2025-02-12T16:10:26.175+0000] {standard_task_runner.py:57} INFO - Started process 6074 to run task
[2025-02-12T16:10:26.182+0000] {standard_task_runner.py:84} INFO - Running: ['***', 'tasks', 'run', 'transaction_facts_generator', 'generate_txn_fact_data', 'scheduled__2025-02-09T17:00:00+00:00', '--job-id', '111', '--raw', '--subdir', 'DAGS_FOLDER/transaction_facts_generator_dag.py', '--cfg-path', '/tmp/tmp503fos85']
[2025-02-12T16:10:26.187+0000] {standard_task_runner.py:85} INFO - Job 111: Subtask generate_txn_fact_data
[2025-02-12T16:10:26.274+0000] {task_command.py:415} INFO - Running <TaskInstance: transaction_facts_generator.generate_txn_fact_data scheduled__2025-02-09T17:00:00+00:00 [running]> on host 5879df32f101
[2025-02-12T16:10:26.427+0000] {taskinstance.py:1660} INFO - Exporting env vars: AIRFLOW_CTX_DAG_EMAIL='hoyseiha@gmail.com' AIRFLOW_CTX_DAG_OWNER='***' AIRFLOW_CTX_DAG_ID='transaction_facts_generator' AIRFLOW_CTX_TASK_ID='generate_txn_fact_data' AIRFLOW_CTX_EXECUTION_DATE='2025-02-09T17:00:00+00:00' AIRFLOW_CTX_TRY_NUMBER='1' AIRFLOW_CTX_DAG_RUN_ID='scheduled__2025-02-09T17:00:00+00:00'
[2025-02-12T16:10:26.433+0000] {conn.py:380} INFO - <BrokerConnection node_id=bootstrap-0 host=kafka_broker:9092 <connecting> [IPv4 ('172.20.0.4', 9092)]>: connecting to kafka_broker:9092 [('172.20.0.4', 9092) IPv4]
[2025-02-12T16:10:26.433+0000] {conn.py:1205} INFO - Probing node bootstrap-0 broker version
[2025-02-12T16:10:26.435+0000] {conn.py:410} INFO - <BrokerConnection node_id=bootstrap-0 host=kafka_broker:9092 <connecting> [IPv4 ('172.20.0.4', 9092)]>: Connection complete.
[2025-02-12T16:10:26.539+0000] {conn.py:1267} INFO - Broker version identified as 2.5.0
[2025-02-12T16:10:26.539+0000] {conn.py:1268} INFO - Set configuration api_version=(2, 5, 0) to skip auto check_version requests on startup
[2025-02-12T16:10:26.547+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000001', 'transaction_date': 1708272626544, 'account_id': 'A00812', 'customer_id': 'C00362', 'transaction_type': 'Debit', 'currency': 'EUR', 'branch_id': 'B00108', 'transaction_amount': 4514.95, 'exchange_rate': 1.2203}
[2025-02-12T16:10:26.549+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000002', 'transaction_date': 1721923826549, 'account_id': 'A00180', 'customer_id': 'C00061', 'transaction_type': 'Transfer', 'currency': 'EUR', 'branch_id': 'B00751', 'transaction_amount': 4528.12, 'exchange_rate': 0.5404}
[2025-02-12T16:10:26.552+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000003', 'transaction_date': 1712765426551, 'account_id': 'A00013', 'customer_id': 'C00682', 'transaction_type': 'Debit', 'currency': 'USD', 'branch_id': 'B00151', 'transaction_amount': 1035.17, 'exchange_rate': 1.2486}
[2025-02-12T16:10:26.554+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000004', 'transaction_date': 1738685426554, 'account_id': 'A00765', 'customer_id': 'C00296', 'transaction_type': 'Deposit', 'currency': 'EUR', 'branch_id': 'B00005', 'transaction_amount': 9263.13, 'exchange_rate': 1.4056}
[2025-02-12T16:10:26.557+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000005', 'transaction_date': 1722010226556, 'account_id': 'A00082', 'customer_id': 'C00476', 'transaction_type': 'Debit', 'currency': 'USD', 'branch_id': 'B00140', 'transaction_amount': 1961.64, 'exchange_rate': 1.1098}
[2025-02-12T16:10:26.555+0000] {conn.py:380} INFO - <BrokerConnection node_id=0 host=kafka_broker:9092 <connecting> [IPv4 ('172.20.0.4', 9092)]>: connecting to kafka_broker:9092 [('172.20.0.4', 9092) IPv4]
[2025-02-12T16:10:26.559+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000006', 'transaction_date': 1738512626559, 'account_id': 'A00805', 'customer_id': 'C00291', 'transaction_type': 'Credit', 'currency': 'USD', 'branch_id': 'B00164', 'transaction_amount': 4202.63, 'exchange_rate': 1.4432}
[2025-02-12T16:10:26.560+0000] {conn.py:410} INFO - <BrokerConnection node_id=0 host=kafka_broker:9092 <connecting> [IPv4 ('172.20.0.4', 9092)]>: Connection complete.
[2025-02-12T16:10:26.562+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000007', 'transaction_date': 1724170226562, 'account_id': 'A00099', 'customer_id': 'C00714', 'transaction_type': 'Transfer', 'currency': 'USD', 'branch_id': 'B00287', 'transaction_amount': 7470.26, 'exchange_rate': 0.914}
[2025-02-12T16:10:26.562+0000] {conn.py:919} INFO - <BrokerConnection node_id=bootstrap-0 host=kafka_broker:9092 <connected> [IPv4 ('172.20.0.4', 9092)]>: Closing connection. 
[2025-02-12T16:10:26.564+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000008', 'transaction_date': 1727021426564, 'account_id': 'A00792', 'customer_id': 'C00824', 'transaction_type': 'Credit', 'currency': 'EUR', 'branch_id': 'B00830', 'transaction_amount': 6218.25, 'exchange_rate': 0.7135}
[2025-02-12T16:10:26.571+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000009', 'transaction_date': 1714493426571, 'account_id': 'A00930', 'customer_id': 'C00712', 'transaction_type': 'Transfer', 'currency': 'USD', 'branch_id': 'B00481', 'transaction_amount': 1919.92, 'exchange_rate': 1.4794}
[2025-02-12T16:10:26.575+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000010', 'transaction_date': 1726157426574, 'account_id': 'A00214', 'customer_id': 'C00088', 'transaction_type': 'Credit', 'currency': 'EUR', 'branch_id': 'B00031', 'transaction_amount': 1554.99, 'exchange_rate': 0.5696}
[2025-02-12T16:10:26.576+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000011', 'transaction_date': 1718813426576, 'account_id': 'A00514', 'customer_id': 'C00254', 'transaction_type': 'Transfer', 'currency': 'EUR', 'branch_id': 'B00922', 'transaction_amount': 2987.42, 'exchange_rate': 1.0546}
[2025-02-12T16:10:26.578+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000012', 'transaction_date': 1730736626578, 'account_id': 'A00931', 'customer_id': 'C00772', 'transaction_type': 'Debit', 'currency': 'GBP', 'branch_id': 'B00341', 'transaction_amount': 2476.55, 'exchange_rate': 0.9702}
[2025-02-12T16:10:26.581+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000013', 'transaction_date': 1717258226580, 'account_id': 'A00116', 'customer_id': 'C00116', 'transaction_type': 'Deposit', 'currency': 'USD', 'branch_id': 'B00272', 'transaction_amount': 4295.83, 'exchange_rate': 0.8716}
[2025-02-12T16:10:26.582+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000014', 'transaction_date': 1715875826582, 'account_id': 'A00333', 'customer_id': 'C00225', 'transaction_type': 'Credit', 'currency': 'EUR', 'branch_id': 'B00562', 'transaction_amount': 8925.72, 'exchange_rate': 0.8095}
[2025-02-12T16:10:26.586+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000015', 'transaction_date': 1729872626586, 'account_id': 'A00771', 'customer_id': 'C00021', 'transaction_type': 'Withdrawal', 'currency': 'GBP', 'branch_id': 'B00690', 'transaction_amount': 6195.44, 'exchange_rate': 0.7015}
[2025-02-12T16:10:26.589+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000016', 'transaction_date': 1712074226589, 'account_id': 'A00350', 'customer_id': 'C00556', 'transaction_type': 'Deposit', 'currency': 'GBP', 'branch_id': 'B00499', 'transaction_amount': 182.08, 'exchange_rate': 1.0925}
[2025-02-12T16:10:26.594+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000017', 'transaction_date': 1710951026593, 'account_id': 'A00457', 'customer_id': 'C00076', 'transaction_type': 'Credit', 'currency': 'USD', 'branch_id': 'B00015', 'transaction_amount': 9206.2, 'exchange_rate': 0.6993}
[2025-02-12T16:10:26.596+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000018', 'transaction_date': 1736871026596, 'account_id': 'A00059', 'customer_id': 'C00541', 'transaction_type': 'Transfer', 'currency': 'USD', 'branch_id': 'B00086', 'transaction_amount': 4168.13, 'exchange_rate': 0.7694}
