[2025-02-12T16:08:23.882+0000] {taskinstance.py:1157} INFO - Dependencies all met for dep_context=non-requeueable deps ti=<TaskInstance: transaction_facts_generator.generate_txn_fact_data scheduled__2025-01-19T17:00:00+00:00 [queued]>
[2025-02-12T16:08:23.900+0000] {taskinstance.py:1157} INFO - Dependencies all met for dep_context=requeueable deps ti=<TaskInstance: transaction_facts_generator.generate_txn_fact_data scheduled__2025-01-19T17:00:00+00:00 [queued]>
[2025-02-12T16:08:23.901+0000] {taskinstance.py:1359} INFO - Starting attempt 1 of 4
[2025-02-12T16:08:23.930+0000] {taskinstance.py:1380} INFO - Executing <Task(KafkaProduceOperator): generate_txn_fact_data> on 2025-01-19 17:00:00+00:00
[2025-02-12T16:08:23.951+0000] {standard_task_runner.py:57} INFO - Started process 5657 to run task
[2025-02-12T16:08:23.979+0000] {standard_task_runner.py:84} INFO - Running: ['***', 'tasks', 'run', 'transaction_facts_generator', 'generate_txn_fact_data', 'scheduled__2025-01-19T17:00:00+00:00', '--job-id', '90', '--raw', '--subdir', 'DAGS_FOLDER/transaction_facts_generator_dag.py', '--cfg-path', '/tmp/tmpw59oeqx8']
[2025-02-12T16:08:23.992+0000] {standard_task_runner.py:85} INFO - Job 90: Subtask generate_txn_fact_data
[2025-02-12T16:08:24.213+0000] {task_command.py:415} INFO - Running <TaskInstance: transaction_facts_generator.generate_txn_fact_data scheduled__2025-01-19T17:00:00+00:00 [running]> on host 5879df32f101
[2025-02-12T16:08:24.528+0000] {taskinstance.py:1660} INFO - Exporting env vars: AIRFLOW_CTX_DAG_EMAIL='hoyseiha@gmail.com' AIRFLOW_CTX_DAG_OWNER='***' AIRFLOW_CTX_DAG_ID='transaction_facts_generator' AIRFLOW_CTX_TASK_ID='generate_txn_fact_data' AIRFLOW_CTX_EXECUTION_DATE='2025-01-19T17:00:00+00:00' AIRFLOW_CTX_TRY_NUMBER='1' AIRFLOW_CTX_DAG_RUN_ID='scheduled__2025-01-19T17:00:00+00:00'
[2025-02-12T16:08:24.555+0000] {conn.py:380} INFO - <BrokerConnection node_id=bootstrap-0 host=kafka_broker:9092 <connecting> [IPv4 ('172.20.0.4', 9092)]>: connecting to kafka_broker:9092 [('172.20.0.4', 9092) IPv4]
[2025-02-12T16:08:24.560+0000] {conn.py:1205} INFO - Probing node bootstrap-0 broker version
[2025-02-12T16:08:24.581+0000] {conn.py:410} INFO - <BrokerConnection node_id=bootstrap-0 host=kafka_broker:9092 <connecting> [IPv4 ('172.20.0.4', 9092)]>: Connection complete.
[2025-02-12T16:08:31.509+0000] {conn.py:1267} INFO - Broker version identified as 2.5.0
[2025-02-12T16:08:31.510+0000] {conn.py:1268} INFO - Set configuration api_version=(2, 5, 0) to skip auto check_version requests on startup
[2025-02-12T16:08:31.525+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000001', 'transaction_date': 1727539711522, 'account_id': 'A00320', 'customer_id': 'C00690', 'transaction_type': 'Deposit', 'currency': 'EUR', 'branch_id': 'B00312', 'transaction_amount': 4542.97, 'exchange_rate': 0.9065}
[2025-02-12T16:08:31.528+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000002', 'transaction_date': 1716221311528, 'account_id': 'A00443', 'customer_id': 'C00206', 'transaction_type': 'Debit', 'currency': 'GBP', 'branch_id': 'B00329', 'transaction_amount': 5712.02, 'exchange_rate': 1.0249}
[2025-02-12T16:08:31.532+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000003', 'transaction_date': 1737302911531, 'account_id': 'A00721', 'customer_id': 'C00448', 'transaction_type': 'Debit', 'currency': 'GBP', 'branch_id': 'B00469', 'transaction_amount': 7786.32, 'exchange_rate': 0.7022}
[2025-02-12T16:08:31.535+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000004', 'transaction_date': 1731773311534, 'account_id': 'A00499', 'customer_id': 'C00914', 'transaction_type': 'Transfer', 'currency': 'GBP', 'branch_id': 'B00063', 'transaction_amount': 6489.38, 'exchange_rate': 1.2036}
[2025-02-12T16:08:31.538+0000] {conn.py:380} INFO - <BrokerConnection node_id=0 host=kafka_broker:9092 <connecting> [IPv4 ('172.20.0.4', 9092)]>: connecting to kafka_broker:9092 [('172.20.0.4', 9092) IPv4]
[2025-02-12T16:08:31.541+0000] {conn.py:410} INFO - <BrokerConnection node_id=0 host=kafka_broker:9092 <connecting> [IPv4 ('172.20.0.4', 9092)]>: Connection complete.
[2025-02-12T16:08:31.542+0000] {conn.py:919} INFO - <BrokerConnection node_id=bootstrap-0 host=kafka_broker:9092 <connected> [IPv4 ('172.20.0.4', 9092)]>: Closing connection. 
[2025-02-12T16:08:31.540+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000005', 'transaction_date': 1737994111540, 'account_id': 'A00524', 'customer_id': 'C00725', 'transaction_type': 'Transfer', 'currency': 'EUR', 'branch_id': 'B00291', 'transaction_amount': 3926.44, 'exchange_rate': 0.7378}
[2025-02-12T16:08:31.547+0000] {record_accumulator.py:73} WARNING - Produced messages to topic-partition ('transaction_facts', 0) with base offset -1 log start offset -1 and error None.
[2025-02-12T16:08:31.554+0000] {record_accumulator.py:73} WARNING - Produced messages to topic-partition ('transaction_facts', 0) with base offset -1 log start offset -1 and error None.
[2025-02-12T16:08:31.555+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000006', 'transaction_date': 1733674111550, 'account_id': 'A00416', 'customer_id': 'C00926', 'transaction_type': 'Deposit', 'currency': 'EUR', 'branch_id': 'B00025', 'transaction_amount': 2890.33, 'exchange_rate': 1.4889}
[2025-02-12T16:08:31.559+0000] {record_accumulator.py:73} WARNING - Produced messages to topic-partition ('transaction_facts', 0) with base offset -1 log start offset -1 and error None.
[2025-02-12T16:08:31.560+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000007', 'transaction_date': 1711901311557, 'account_id': 'A00369', 'customer_id': 'C00411', 'transaction_type': 'Withdrawal', 'currency': 'EUR', 'branch_id': 'B00764', 'transaction_amount': 6792.81, 'exchange_rate': 1.0044}
